Action Required,SKU number,Product Barcode,Product Title (ENGLISH),Product Title (MALAY),Product Title (CHINESE),Brand (EN),Manufacturer / Principal (EN),Image URL (Google Drive Link),Product Price (RM),Limit on Item per checkout,Child Category (EN),Is Active?,Tags,Product Description (EN),Product Description (MY),Product Description (CN),,,,,,,,,,
Add New Item,101100006,8850086194450,OVALTINE ORIGINAL 340G,,,OVALTINE,OVALTINE,,8.70,,"Beverages > Milk, Chocolate & Malted Powder",1,,,,,,,,,,,,,,
Add New Item,202030016,9556196000535,ROLLER COASTER BBQ 60G,,,ROLLER COASTER,ROLLER COASTER,,2.20,,"Snacks > Chips, Crisps & Sticks",1,,,,,,,,,,,,,,
Add New Item,202030017,9556196000511,ROLLER COASTER CHEESE 60G,,,ROLLER COASTER,ROLLER COASTER,,2.20,,"Snacks > Chips, Crisps & Sticks",1,,,,,,,,,,,,,,
Add New Item,202030155,9556196101737,ROLLER COASTER SPICY CHICKEN 60G,,,ROLLER COASTER,ROLLER COASTER,,2.20,,"Snacks > Chips, Crisps & Sticks",1,,,,,,,,,,,,,,
Add New Item,202030018,9556196102222,ROLLER COASTER TOMYUM 60G,,,ROLLER COASTER,ROLLER COASTER,,2.20,,"Snacks > Chips, Crisps & Sticks",1,,,,,,,,,,,,,,
Add New Item,202030153,9556196008616,ROLLER COASTER BBQ 100G,,,ROLLER COASTER,ROLLER COASTER,,4.00,,"Snacks > Chips, Crisps & Sticks",1,,,,,,,,,,,,,,
Add New Item,202030154,9556196008623,ROLLER COASTER CHEESE 100G,,,ROLLER COASTER,ROLLER COASTER,,4.00,,"Snacks > Chips, Crisps & Sticks",1,,,,,,,,,,,,,,
Add New Item,202030148,089686598186,CHITATO CHICKEN BBQ 68G,,,CHITATO,CHITATO,,3.40,,"Snacks > Chips, Crisps & Sticks",1,,,,,,,,,,,,,,
Add New Item,202030200,089686598957,CHITATO CHEESE 68G ,,,CHITATO,CHITATO,,3.40,,"Snacks > Chips, Crisps & Sticks",1,,,,,,,,,,,,,,
Add New Item,505011016,9556353990143,DAHFA DRIED FISH FILLET 12G,,,DAHFA,DAHFA,,0.70,,Snacks > Others Snacks,1,,,,,,,,,,,,,,
Add New Item,505011006,9556353990150,DAHFA DRIED FISH FILLET 30G,,,DAHFA,DAHFA,,2.70,,Snacks > Others Snacks,1,,,,,,,,,,,,,,
Add New Item,505011017,9556353930750,DAHFA DRIED FISH FILLET 50G,,,DAHFA,DAHFA,,4.10,,Snacks > Others Snacks,1,,,,,,,,,,,,,,
Add New Item,505011018,8852023665511,KOH-KAE COATED PEANUTS BBQ 180G,,,KOH-KAE,KOH-KAE,,11.50,,Snacks > Others Snacks,1,,,,,,,,,,,,,,
Add New Item,505011020,8852023669328,KOH-KAE COATED PEANUTS KOREAN SPICY CHICKEN 180G,,,KOH-KAE,KOH-KAE,,11.50,,Snacks > Others Snacks,1,,,,,,,,,,,,,,
Add New Item,505011036,8852023667164,KOH-KAE COATED PEANUTS MALA HOTPOT 180G,,,KOH-KAE,KOH-KAE,,11.50,,Snacks > Others Snacks,1,,,,,,,,,,,,,,
Add New Item,505011037,8852023669304,KOH-KAE COATED PEANUTS THAI SWEET CHILI 180G,,,KOH-KAE,KOH-KAE,,11.50,,Snacks > Others Snacks,1,,,,,,,,,,,,,,
Add New Item,202040146,8992741904049,YUPI FRUIT COCKTAILS 15G ,,,YUPI,YUPI,,0.90,,Snacks > Jellies & Puddings,1,,,,,,,,,,,,,,
Add New Item,202040145,8992741904100,YUPI MINI AQUARIUM 15G,,,YUPI,YUPI,,0.90,,Snacks > Jellies & Puddings,1,,,,,,,,,,,,,,
Add New Item,202040148,8992741905114,YUPI MINI SWEET HEART 15G,,,YUPI,YUPI,,0.90,,Snacks > Jellies & Puddings,1,,,,,,,,,,,,,,
Add New Item,202042021,8992741905619,YUPI MINI PIZZA 15G,,,YUPI,YUPI,,0.60,,Snacks > Jellies & Puddings,1,,,,,,,,,,,,,,
Add New Item,202042019,8992741941006,YUPI MINI BURGER 8G,,,YUPI,YUPI,,0.60,,Snacks > Jellies & Puddings,1,,,,,,,,,,,,,,
Add New Item,20204220000,8992741904315,YUPI BIG FRANK 32G,,,YUPI,YUPI,,1.60,,Snacks > Jellies & Puddings,1,,,,,,,,,,,,,,
Add New Item,20204220002,8992741905602,YUPI BIG BURGER 32G,,,YUPI,YUPI,,1.60,,Snacks > Jellies & Puddings,1,,,,,,,,,,,,,,
Add New Item,20204220001,8992741905718,YUPI GIANT COLA 32G,,,YUPI,YUPI,,1.60,,Snacks > Jellies & Puddings,1,,,,,,,,,,,,,,
Add New Item,202010052,9556182104001,CADBURY DAIRY MILK PLAIN 40G,,,CADBURY,CADBURY,,3.10,,Chocolates & Sweets > Chocolate Bars & Blocks,1,,,,,,,,,,,,,,
Add New Item,202070036,9556182104025,CADBURY DAIRY MILK HAZELNUT 40G,,,CADBURY,CADBURY,,3.10,,Chocolates & Sweets > Chocolate Bars & Blocks,1,,,,,,,,,,,,,,
Add New Item,202070064,7622210631299,CADBURY CHOCOLATE HONEY COMB & NUT 40G,,,CADBURY,CADBURY,,3.10,,Chocolates & Sweets > Chocolate Bars & Blocks,1,,,,,,,,,,,,,,
Add New Item,202070065,7622210816917,CADBURY DAIRY MILK BLACK FOREST 100G,,,CADBURY,CADBURY,,6.30,,Chocolates & Sweets > Chocolate Bars & Blocks,1,,,,,,,,,,,,,,
Add New Item,202070070,7622210410474,CADBURY DAIRY MILK PLAIN 160G,,,CADBURY,CADBURY,,9.20,,Chocolates & Sweets > Chocolate Bars & Blocks,1,,,,,,,,,,,,,,
Add New Item,202070072,7622210400277,CADBURY DAIRY MILK HAZELNUT 160G,,,CADBURY,CADBURY,,9.20,,Chocolates & Sweets > Chocolate Bars & Blocks,1,,,,,,,,,,,,,,
Add New Item,202010137,6901668053121,OREO REGULAR VANILLA 66.5G,,,OREO,OREO,,1.80,,Biscuits > Creamed & Filled,1,,,,,,,,,,,,,,
Add New Item,202010078,8992760221028,OREO WHITE CREAM VANILLA 133G,,,OREO,OREO,,3.50,,Biscuits > Creamed & Filled,1,,,,,,,,,,,,,,
Add New Item,202010002,7622210713438,TIGER BISCUIT CHOCOLATE 60G,,,TIGER,TIGER,,1.50,,Biscuits > Biscuits & Cookies,1,,,,,,,,,,,,,,
Add New Item,202010001,9556068673447,TIGER BISCUIT SUSU 75G,,,TIGER,TIGER,,1.80,,Biscuits > Biscuits & Cookies,1,,,,,,,,,,,,,,
Add New Item,202010015,7622210685025,TIGER BISCUIT CHOCOLATE 180G,,,TIGER,TIGER,,3.10,,Biscuits > Biscuits & Cookies,1,,,,,,,,,,,,,,
Add New Item,202010014,7622210684981,TIGER BISCUIT ORIGINAL 180G,,,TIGER,TIGER,,3.10,,Biscuits > Biscuits & Cookies,1,,,,,,,,,,,,,,
Add New Item,202010013,9556068673478,TIGER BISCUIT SUSU 175G,,,TIGER,TIGER,,3.40,,Biscuits > Biscuits & Cookies,1,,,,,,,,,,,,,,
Add New Item,202030011,9557062401630,MISTER POTATO BBQ 75G,,,MISTER POTATO,MISTER POTATO,,3.20,,"Snacks > Chips, Crisps & Sticks",1,,,,,,,,,,,,,,
Add New Item,202030012,9557062401623,MISTER POTATO HOT N SPICY 75G,,,MISTER POTATO,MISTER POTATO,,3.20,,"Snacks > Chips, Crisps & Sticks",1,,,,,,,,,,,,,,
Add New Item,202030013,9557062401609,MISTER POTATO ORI 75G,,,MISTER POTATO,MISTER POTATO,,3.20,,"Snacks > Chips, Crisps & Sticks",1,,,,,,,,,,,,,,
Add New Item,202030070,9557062403566,MISTER POTATO HONEY CHEESE 75G,,,MISTER POTATO,MISTER POTATO,,3.20,,"Snacks > Chips, Crisps & Sticks",1,,,,,,,,,,,,,,
Add New Item,202030069,9557062401616,MISTER POTATO TOMATO 75G,,,MISTER POTATO,MISTER POTATO,,3.20,,"Snacks > Chips, Crisps & Sticks",1,,,,,,,,,,,,,,
Add New Item,202030071,9557062404082,MISTER POTATO SYOK WAVE AYAM GORENG 65G,,,MISTER POTATO,MISTER POTATO,,3.20,,"Snacks > Chips, Crisps & Sticks",1,,,,,,,,,,,,,,
Add New Item,202030072,9557062404099,MISTER POTATO SYOK WAVE BBQ 65G,,,MISTER POTATO,MISTER POTATO,,3.20,,"Snacks > Chips, Crisps & Sticks",1,,,,,,,,,,,,,,
Add New Item,202030073,9557062404105,MISTER POTATO SYOK WAVE SEAFOOD 65G,,,MISTER POTATO,MISTER POTATO,,3.20,,"Snacks > Chips, Crisps & Sticks",1,,,,,,,,,,,,,,
Add New Item,202030022,9557062331159,MISTER POTATO HOT N SPICY 150G,,,MISTER POTATO,MISTER POTATO,,4.30,,"Snacks > Chips, Crisps & Sticks",1,,,,,,,,,,,,,,
Add New Item,202030024,9557062331142,MISTER POTATO BBQ 150G,,,MISTER POTATO,MISTER POTATO,,4.30,,"Snacks > Chips, Crisps & Sticks",1,,,,,,,,,,,,,,
Add New Item,202030025,9557062331128,MISTER POTATO ORI 150G,,,MISTER POTATO,MISTER POTATO,,5.20,,"Snacks > Chips, Crisps & Sticks",1,,,,,,,,,,,,,,
Add New Item,202030037,9557062331135,MISTER POTATO CRISPS SC & ONION 150G,,,MISTER POTATO,MISTER POTATO,,4.30,,"Snacks > Chips, Crisps & Sticks",1,,,,,,,,,,,,,,
Add New Item,202030038,9557062331920,MISTER POTATO CRISPS HONEY CHEESE 150G,,,MISTER POTATO,MISTER POTATO,,4.30,,"Snacks > Chips, Crisps & Sticks",1,,,,,,,,,,,,,,
Add New Item,202030054,9557062332590,MISTER POTATO SWEET CORN 130G,,,MISTER POTATO,MISTER POTATO,,5.20,,"Snacks > Chips, Crisps & Sticks",1,,,,,,,,,,,,,,
Add New Item,202030068,9557062331111,MISTER POTATO TOMATO 130G,,,MISTER POTATO,MISTER POTATO,,4.30,,"Snacks > Chips, Crisps & Sticks",1,,,,,,,,,,,,,,
Add New Item,202010068,9556296205076,MUM'S BAKE COCOPIES 25G,,,COCOPIES,COCOPIES,,1.20,,Biscuits > Biscuits & Cookies,1,,,,,,,,,,,,,,
Add New Item,202010069,9556296206097,MUM'S BAKE DARK CHOCO COCOPIES 25G,,,COCOPIES,COCOPIES,,0.80,,Biscuits > Biscuits & Cookies,1,,,,,,,,,,,,,,
Add New Item,202010070,9556296206790,MUM'S BAKE STRAWBERRY COCOPIES 25G,,,COCOPIES,COCOPIES,,0.80,,Biscuits > Biscuits & Cookies,1,,,,,,,,,,,,,,
Add New Item,202070017,9556196101010,NIPS MILK CHOCOLATE 80G,,,NIPS,NIPS,,2.70,,Chocolates & Sweets > Chocolate-Coated Nuts,1,,,,,,,,,,,,,,
Add New Item,202070018,9556196101799,NIPS COOKIES & CREME 62G,,,NIPS,NIPS,,2.70,,Chocolates & Sweets > Chocolate-Coated Nuts,1,,,,,,,,,,,,,,
Add New Item,202070019,9556196006308,NIPS PEANUT & RAISIN 85G,,,NIPS,NIPS,,2.70,,Chocolates & Sweets > Chocolate-Coated Nuts,1,,,,,,,,,,,,,,
Add New Item,202070020,9556196006308,NIPS PEANUT CHOCO COATED 85G,,,NIPS,NIPS,,2.70,,Chocolates & Sweets > Chocolate-Coated Nuts,1,,,,,,,,,,,,,,
Add New Item,202010016,9556439885141,MUNCHY'S OAT KRUNCH S'BERRY & B'CURRENT 208G,,,MUNCHY'S,MUNCHY'S,,6.10,,Biscuits > Creamed & Filled,1,,,,,,,,,,,,,,
Add New Item,202010017,9556439885165,MUNCHY'S OAT KRUNCH DARK CHOCO 208G,,,MUNCHY'S,MUNCHY'S,,6.10,,Biscuits > Creamed & Filled,1,,,,,,,,,,,,,,
Add New Item,202010019,9556439880979,MUNCHY'S CREAM CRACKERS 300G,,,MUNCHY'S,MUNCHY'S,,5.50,,Biscuits > Creamed & Filled,1,,,,,,,,,,,,,,
Add New Item,202010020,9556439890347,MUNCHY'S CRACKERS SANDWICH CHOCO 300G,,,MUNCHY'S,MUNCHY'S,,5.70,,Biscuits > Creamed & Filled,1,,,,,,,,,,,,,,
Add New Item,202010021,9556439882331,MUNCHY'S VEGE CRACKERS 390G,,,MUNCHY'S,MUNCHY'S,,4.80,,Biscuits > Creamed & Filled,1,,,,,,,,,,,,,,
Add New Item,202010022,9556439887138,MUNCHY'S CRACKERS BUTTER 313G,,,MUNCHY'S,MUNCHY'S,,5.50,,Biscuits > Creamed & Filled,1,,,,,,,,,,,,,,
Add New Item,202010023,9556439890367,MUNCHY'S CRACKERS WHEAT 322G,,,MUNCHY'S,MUNCHY'S,,5.50,,Biscuits > Creamed & Filled,1,,,,,,,,,,,,,,
Add New Item,202010026,9556439891739,MUNCHY'S LEXUS LEMON CREAM 190G,,,MUNCHY'S,MUNCHY'S,,5.90,,Biscuits > Creamed & Filled,1,,,,,,,,,,,,,,
Add New Item,202010027,9556439881990,MUNCHY'S LEXUS VEGE 200G,,,MUNCHY'S,MUNCHY'S,,5.90,,Biscuits > Creamed & Filled,1,,,,,,,,,,,,,,
Add New Item,202010028,9556439889538,MUNCHY'S LEXUS PEANUT BUTTER 190G,,,MUNCHY'S,MUNCHY'S,,5.90,,Biscuits > Creamed & Filled,1,,,,,,,,,,,,,,
Add New Item,202010029,9556439886797,MUNCHY'S LEXUS CHOCO CREAM 190G,,,MUNCHY'S,MUNCHY'S,,6.20,,Biscuits > Creamed & Filled,1,,,,,,,,,,,,,,
Add New Item,202010066,9556439889545,MUNCHY'S LEXUS CHEESE CREAM 190G,,,MUNCHY'S,MUNCHY'S,,5.90,,Biscuits > Creamed & Filled,1,,,,,,,,,,,,,,
Add New Item,202010067,9556439889569,MUNCHY'S LEXUS CHOCO COATED 200G,,,MUNCHY'S,MUNCHY'S,,5.90,,Biscuits > Creamed & Filled,1,,,,,,,,,,,,,,
Add New Item,202010134,9556439882270,MUNCHY'S SUGAR CRACKERS 390G,,,MUNCHY'S,MUNCHY'S,,4.80,,Biscuits > Creamed & Filled,1,,,,,,,,,,,,,,
Add New Item,202072076,9556439881549,MUNCHY'SMUZIC BITES - VANILLA 90G,,,MUNCHY'S,MUNCHY'S,,3.20,,Biscuits > Creamed & Filled,1,,,,,,,,,,,,,,
Add New Item,202072077,9556439881532,MUNCHY'SMUZIC BITES - CHOCOLATE 90G,,,MUNCHY'S,MUNCHY'S,,3.20,,Biscuits > Creamed & Filled,1,,,,,,,,,,,,,,
Add New Item,202072064,9556121031672,JULIE'S WAFERS PEANUT BUTTER 60G,,,JULIE'S,JULIE'S,,2.50,,Biscuits > Creamed & Filled,1,,,,,,,,,,,,,,
Add New Item,202072065,9556121031764,JULIE'S WAFERS CHEESY DUO 60G,,,JULIE'S,JULIE'S,,2.50,,Biscuits > Creamed & Filled,1,,,,,,,,,,,,,,
Add New Item,202072066,9556121031665,JULIE'S WAFERS CHOCO HAZELNUT 60G,,,JULIE'S,JULIE'S,,2.50,,Biscuits > Creamed & Filled,1,,,,,,,,,,,,,,
Add New Item,202072035,9556121003419,JULIE'S DARK CHOCO SANDWICH 145G,,,JULIE'S,JULIE'S,,3.20,,Biscuits > Creamed & Filled,1,,,,,,,,,,,,,,
Add New Item,202072037,9556121026500,JULIE'S OAT-25 TEN GRAINS 200G,,,JULIE'S,JULIE'S,,5.90,,Biscuits > Creamed & Filled,1,,,,,,,,,,,,,,
Add New Item,202072038,9556121026111,JULIE'S OAT-25 STRAWBERRY 200G,,,JULIE'S,JULIE'S,,5.90,,Biscuits > Creamed & Filled,1,,,,,,,,,,,,,,
Add New Item,202072078,9556121027606,JULIE'S OAT-25 CHOCOLATE 200G,,,JULIE'S,JULIE'S,,5.90,,Biscuits > Creamed & Filled,1,,,,,,,,,,,,,,
Add New Item,202010038,9556121026609,JULIE'S PEANUT BUTTER SANDWICH 45G,,,JULIE'S,JULIE'S,,1.60,,Biscuits > Creamed & Filled,1,,,,,,,,,,,,,,
Add New Item,202010041,9556121026616,JULIE'S CHEESE SANDWICH 42G,,,JULIE'S,JULIE'S,,1.60,,Biscuits > Creamed & Filled,1,,,,,,,,,,,,,,
Add New Item,202010039,9556121026630,JULIE'S DARK CHOCO VANILLA CREAM SANDWICH 59.4G,,,JULIE'S,JULIE'S,,1.60,,Biscuits > Creamed & Filled,1,,,,,,,,,,,,,,
Add New Item,101010017,9556057134010,ROYAL STOUT BEER CAN 320ML,,,ROYAL STOUT,ROYAL STOUT,,8.80,,"Alcoholic Beverages (Non-Halal) > Beer (Non-Halal) > Dark, Stout (Non-Halal)",1,,,,,,,,,,,,,,
Add New Item,101010855,9556057444010,SOMERSBY APPLE CIDER 325ML,,,SOMERSBY,SOMERSBY,,8.80,,Alcoholic Beverages (Non-Halal) > Beer (Non-Halal) > Cider (Non-Halal),1,,,,,,,,,,,,,,
Add New Item,101010985,9556057664012,CONNOR'S STOUT 325ML,,,CONNOR'S,CONNOR'S,,9.50,,"Alcoholic Beverages (Non-Halal) > Beer (Non-Halal) > Dark, Stout (Non-Halal)",1,,,,,,,,,,,,,,
Add New Item,101010004,9556027000031,ANCHOR BEER 320ML,,,ANCHOR,ANCHOR,,7.30,,"Alcoholic Beverages (Non-Halal) > Beer (Non-Halal) > Ale, Lager & Malt (Non-Halal)",1,,,,,,,,,,,,,,
Add New Item,101010018,9556057194014,SKOL BEER 320ML,,,SKOL,SKOL,,7.40,,"Alcoholic Beverages (Non-Halal) > Beer (Non-Halal) > Ale, Lager & Malt (Non-Halal)",1,,,,,,,,,,,,,,
Add New Item,101010002,9556057594012,CARLSBERG BEER 320ML,,,CARLSBERG,CARLSBERG,,7.40,,"Alcoholic Beverages (Non-Halal) > Beer (Non-Halal) > Ale, Lager & Malt (Non-Halal)",1,,,,,,,,,,,,,,
Add New Item,101010014,9556057554016,CARLSBERG SMOOTH DRAUGHT 320ML,,,CARLSBERG,CARLSBERG,,8.00,,"Alcoholic Beverages (Non-Halal) > Beer (Non-Halal) > Ale, Lager & Malt (Non-Halal)",1,,,,,,,,,,,,,,
Add New Item,101010020,9556057604018,CARLSBERG SPECIAL BREW 320ML,,,CARLSBERG,CARLSBERG,,7.70,,"Alcoholic Beverages (Non-Halal) > Beer (Non-Halal) > Ale, Lager & Malt (Non-Halal)",1,,,,,,,,,,,,,,
Add New Item,101010001,9556027010047,TIGER BEER 320ML,,,TIGER,TIGER,,8.10,,"Alcoholic Beverages (Non-Halal) > Beer (Non-Halal) > Ale, Lager & Malt (Non-Halal)",1,,,,,,,,,,,,,,
Add New Item,101010003,9556027050036,GUINNESS STOUT 320ML,,,GUINNESS,GUINNESS,,8.60,,"Alcoholic Beverages (Non-Halal) > Beer (Non-Halal) > Dark, Stout (Non-Halal)",1,,,,,,,,,,,,,,
Add New Item,101010058,8850999111001,SINGHA THE ORIGINAL THAI BEER 630ML,,,SINGHA,SINGHA,,20.80,,"Alcoholic Beverages (Non-Halal) > Beer (Non-Halal) > Ale, Lager & Malt (Non-Halal)",1,,,,,,,,,,,,,,
Add New Item,101020065,8888196303813,POKKA TEH SUSU ASLI 500ML,,,POKKA,POKKA,,4.60,,Beverages > Ready-to-Drink,1,,,,,,,,,,,,,,
Add New Item,101020006455,8888196189110,POKKA ICE KHOHO GRAPE TEA 500ML,,,POKKA,POKKA,,2.80,,Beverages > Ready-to-Drink,1,,,,,,,,,,,,,,
Add New Item,101041246,8888196906915,POKKA MATCHA MILK TEA 500ML,,,POKKA,POKKA,,4.60,,Beverages > Ready-to-Drink,1,,,,,,,,,,,,,,
Add New Item,332245681,8888196190611,POKKA ORANGE 500ML,,,POKKA,POKKA,,3.80,,Beverages > Ready-to-Drink,1,,,,,,,,,,,,,,
Add New Item,332245682,8888196180513,POKKA LEMON 500ML,,,POKKA,POKKA,,3.80,,Beverages > Ready-to-Drink,1,,,,,,,,,,,,,,
Add New Item,101040016,8888196185013,POKKA HONEY LEMON 500ML,,,POKKA,POKKA,,3.90,,Beverages > Ready-to-Drink,1,,,,,,,,,,,,,,
Add New Item,332245680,8888196180810,POKKA CHRY WHITE TEA 500ML,,,POKKA,POKKA,,2.70,,Beverages > Ready-to-Drink,1,,,,,,,,,,,,,,
Add New Item,101040015,8888196170712,POKKA OOLONG TEA 500ML,,,POKKA,POKKA,,2.90,,Beverages > Ready-to-Drink,1,,,,,,,,,,,,,,
Add New Item,101040000,8888196184719,POKKA JAPANESE GREEN TEA 500ML,,,POKKA,POKKA,,2.90,,Beverages > Ready-to-Drink,1,,,,,,,,,,,,,,
Add New Item,101040013,8888196173324,POKKA GREEN TEA JASMINE 500ML,,,POKKA,POKKA,,2.70,,Beverages > Ready-to-Drink,1,,,,,,,,,,,,,,
Add New Item,101040011,8888196305916,POKKA PREMIUM CAPPUCCINO 500ML,,,POKKA,POKKA,,4.20,,Beverages > Ready-to-Drink,1,,,,,,,,,,,,,,
Add New Item,101020067,8888196903211,POKKA PREMIUM MOCHA 500ML,,,POKKA,POKKA,,4.20,,Beverages > Ready-to-Drink,1,,,,,,,,,,,,,,
Add New Item,101040012,8888196303912,POKKA PREMIUM MILK COFFEE 500ML,,,POKKA,POKKA,,4.20,,Beverages > Ready-to-Drink,1,,,,,,,,,,,,,,
Add New Item,170000020,8801048178018,JINRO CHAMISUL SOJU STRAWBERRY 360ML,,,JINRO,JINRO,,21.00,,Alcoholic Beverages (Non-Halal) > Spirits (Non-Halal) > Soju (Non-Halal),1,,,,,,,,,,,,,,
Add New Item,170000017,8801048921003,JINRO GRAPEFRUIT SOJU 360ML,,,JINRO,JINRO,,21.00,,Alcoholic Beverages (Non-Halal) > Spirits (Non-Halal) > Soju (Non-Halal),1,,,,,,,,,,,,,,
Add New Item,170000018,8801048178308,JINRO PLUM SOJU 360ML,,,JINRO,JINRO,,21.00,,Alcoholic Beverages (Non-Halal) > Spirits (Non-Halal) > Soju (Non-Halal),1,,,,,,,,,,,,,,
Add New Item,170000016,8801048921102,JINRO GREENGRAPE SOJU 360ML,,,JINRO,JINRO,,21.00,,Alcoholic Beverages (Non-Halal) > Spirits (Non-Halal) > Soju (Non-Halal),1,,,,,,,,,,,,,,
Add New Item,303060014,6900873042715,KANG SHI FU MUSHROOM & STEWED CHICKEN NOODLES 105G,,,KANG SHI FU,KANG SHI FU,,2.70,,Cooking & Baking > Noodles & Pasta > Instant Noodles,1,,,,,,,,,,,,,,
Add New Item,303060754,6900873032402,KANG SHI FU SOUR & SPICY BEEF NOODLE PACK 105G,,,KANG SHI FU,KANG SHI FU,,2.70,,Cooking & Baking > Noodles & Pasta > Instant Noodles,1,,,,,,,,,,,,,,
Add New Item,303060416,6900873060061,KANG SHI FU BRAISED BEEF NOODLES 104G,,,KANG SHI FU,KANG SHI FU,,2.70,,Cooking & Baking > Noodles & Pasta > Instant Noodles,1,,,,,,,,,,,,,,
Add New Item,303060412,6900873060269,KANG SHI FU HOT BEEF NOODLES 104G,,,KANG SHI FU,KANG SHI FU,,2.70,,Cooking & Baking > Noodles & Pasta > Instant Noodles,1,,,,,,,,,,,,,,
Add New Item,303060029,6937350205127,JIA XIANG REN ZHENG ZONG CHONG QING SUAN LA FEN 115G,,,JIA XIANG REN,JIA XIANG REN,,8.30,,Cooking & Baking > Noodles & Pasta > Instant Noodles,1,,,,,,,,,,,,,,
Add New Item,303060404,6937350210077,JIA XIANG REN HUO JI MIAN 100G,,,JIA XIANG REN,JIA XIANG REN,,5.00,,Cooking & Baking > Noodles & Pasta > Instant Noodles,1,,,,,,,,,,,,,,
Add New Item,303060121,6921294358698,KANG SHI FU CLASSIC MILK TEA 500ML,,,KANG SHI FU,KANG SHI FU,,5.60,,Beverages > Ready-to-Drink,1,,,,,,,,,,,,,,
Add New Item,303060006,6921294305012,KANG SHI FU ICED TEA 500ML,,,KANG SHI FU,KANG SHI FU,,3.00,,Beverages > Ready-to-Drink,1,,,,,,,,,,,,,,
Add New Item,303060953,6921294398434,KANG SHI FU JASMINE TEA 500ML,,,KANG SHI FU,KANG SHI FU,,3.00,,Beverages > Ready-to-Drink,1,,,,,,,,,,,,,,
Add New Item,303060159,6921294392401,KANG SHI FU OOLONG TEA 500ML,,,KANG SHI FU,KANG SHI FU,,3.00,,Beverages > Ready-to-Drink,1,,,,,,,,,,,,,,
Add New Item,303060120,6921294398342,KANG SHI FU RED TEA 500ML,,,KANG SHI FU,KANG SHI FU,,3.20,,Beverages > Ready-to-Drink,1,,,,,,,,,,,,,,
Add New Item,303060356,6921294305104,KANG SHI FU PEACH JUICE 500ML,,,KANG SHI FU,KANG SHI FU,,3.00,,Beverages > Ready-to-Drink,1,,,,,,,,,,,,,,
Add New Item,303060008,6921294357653,KANG SHI FU SUGARCANE WATERCHESTNUT 500ML,,,KANG SHI FU,KANG SHI FU,,3.00,,Beverages > Ready-to-Drink,1,,,,,,,,,,,,,,
Add New Item,303060009,6921294351033,KANG SHI FU MANGO FLAVORED DRINK 500ML,,,KANG SHI FU,KANG SHI FU,,3.00,,Beverages > Ready-to-Drink,1,,,,,,,,,,,,,,
Add New Item,303060005,6921294392685,KANG SHI FU SOUR PLUM DRINK 500ML,,,KANG SHI FU,KANG SHI FU,,3.20,,Beverages > Ready-to-Drink,1,,,,,,,,,,,,,,
Add New Item,1010100003,6907992512853,AN MU XI YOGHURT (BLUEBERRY) 205G,,,AN MU XI ,AN MU XI ,,4.20,,Dairy & Chilled > Yogurt,1,,,,,,,,,,,,,,
Add New Item,303060293,6907992512570,AN MU XI YOGHURT (ORIGINAL) 205G,,,AN MU XI ,AN MU XI ,,4.20,,Dairy & Chilled > Yogurt,1,,,,,,,,,,,,,,
Add New Item,303060119,6907992513560,AN MU XI YOGURT ORANGE & OAT 200G,,,AN MU XI ,AN MU XI ,,5.20,,Dairy & Chilled > Yogurt,1,,,,,,,,,,,,,,
Add New Item,303060118,6907992514093,AN MU XI YOGURT STRAWBERRY & OAT 200G,,,AN MU XI ,AN MU XI ,,5.20,,Dairy & Chilled > Yogurt,1,,,,,,,,,,,,,,
Add New Item,303060002,6921168593583,CHA PAI LEMON RED TEA 500ML ,,,NONG FU SHAN QUAN ,NONG FU SHAN QUAN ,,4.40,,Beverages > Ready-to-Drink,1,,,,,,,,,,,,,,
Add New Item,303060003,6921168593552,CHA PAI GRAPEFRUIT JASMINE TEA 500ML ,,,NONG FU SHAN QUAN ,NONG FU SHAN QUAN ,,4.40,,Beverages > Ready-to-Drink,1,,,,,,,,,,,,,,
Add New Item,303060001,6921168593576,CHA PAI YOU ZI GREEN TEA 500ML ,,,NONG FU SHAN QUAN ,NONG FU SHAN QUAN ,,4.40,,Beverages > Ready-to-Drink,1,,,,,,,,,,,,,,
Add New Item,303060954,6921294347395,KANG SHI FU RE DAI SHUI GUO HONG CHA 500ML,,,KANG SHI FU,KANG SHI FU,,3.00,,Beverages > Ready-to-Drink,1,,,,,,,,,,,,,,
Add New Item,303060276,6931502002176,YU LE HUI BBQ SQUID (PEPPER) 16G,,,YU LE HUI,YU LE HUI,,0.90,,Snacks > Others Snacks,1,,,,,,,,,,,,,,
Add New Item,303060226,6931502002183,YU LE HUI TIE BAN YOU YU (GARLIC) 16G,,,YU LE HUI,YU LE HUI,,0.90,,Snacks > Others Snacks,1,,,,,,,,,,,,,,
Add New Item,303060378,6940188805810,GAN YUAN (BBQ) XIA TIAO DOU GUO 75G,,,GAN YUAN,GAN YUAN,,4.10,,Snacks > Others Snacks,1,,,,,,,,,,,,,,
Add New Item,303060360,6937221718176,XIAN GE TAI SHI CHUAN HUA XIANG CHANG (BBQ) 20G,,,XIAN GE,XIAN GE,,0.80,,Snacks > Others Snacks,1,,,,,,,,,,,,,,
Add New Item,303060359,6937221718169,XIAN GE TAI SHI CHUANG HUA CHANG (SPICY) 20G,,,XIAN GE,XIAN GE,,0.80,,Snacks > Others Snacks,1,,,,,,,,,,,,,,
